,MAE_weight,sigma(MAE),RMSE_mean,sigma(RMSE),R2_mean,sigma(R2),IAE_mean,sigma(IAE),TotalCost_all,TotalCost_mean,sigma(TotalCost),ISL_all,ISL_mean,sigma(ISL),StockoutsRate_all,StockoutsRate_mean,sigma(StockoutsRate),CostPerDemand,CostPerDemand_mean,sigma(CostPerDemand)
ARIMA,0.5570691322885429,0.20714197772685664,0.40841279076000314,0.24941917681975162,-0.03260381066364722,0.06647535995692133,0.8075821305213776,0.07869551261734448,1035.5802136986301,94.14365579078456,122.23878200349584,1.0,1.0,0.0,0.0,0.0,0.0,1.0970129382400744,0.7545466184823474,0.9123965134527534
