,MAE,RMSE,R2,IAE,TotalCost,ISL,TotalStockouts,ImmediateFulfilled,BackorderFulfilled
MAE,1.0,0.9830356798633286,0.06500091147915414,-0.7770787931433712,0.47720649712204355,-0.2710259083357935,0.2692608726021647,0.9966917285490974,0.26964018505025605
RMSE,0.9830356798633286,1.0,0.07190108856956788,-0.7843098187047961,0.5935366751699515,-0.3989561366449638,0.38479422377505657,0.9678586550214001,0.38647705875614075
R2,0.06500091147915414,0.07190108856956788,1.0,-0.29914626044269155,-0.3690357758045923,0.4168558160601083,-0.4251033865327543,0.09486989989869414,-0.4246207995611942
IAE,-0.7770787931433712,-0.7843098187047961,-0.29914626044269155,1.0,-0.3913936656814851,0.2198770449467524,-0.20097304936617627,-0.7931959783686391,-0.20297979109922912
TotalCost,0.47720649712204355,0.5935366751699515,-0.3690357758045923,-0.3913936656814851,1.0,-0.9729679078633965,0.9566482370327545,0.4144217856529883,0.9589807404610344
ISL,-0.2710259083357935,-0.3989561366449638,0.4168558160601083,0.2198770449467524,-0.9729679078633965,1.0,-0.991336141642618,-0.2029085201814419,-0.9929448940203093
TotalStockouts,0.2692608726021647,0.38479422377505657,-0.4251033865327543,-0.20097304936617627,0.9566482370327545,-0.991336141642618,1.0,0.2030922661770611,0.9999171357378945
ImmediateFulfilled,0.9966917285490974,0.9678586550214001,0.09486989989869414,-0.7931959783686391,0.4144217856529883,-0.2029085201814419,0.2030922661770611,1.0,0.20322987977532675
BackorderFulfilled,0.26964018505025605,0.38647705875614075,-0.4246207995611942,-0.20297979109922912,0.9589807404610344,-0.9929448940203093,0.9999171357378945,0.20322987977532675,1.0
