,MAE_weight,sigma(MAE),RMSE_mean,sigma(RMSE),R2_mean,sigma(R2),IAE_mean,sigma(IAE),TotalCost_all,TotalCost_mean,sigma(TotalCost),ISL_all,ISL_mean,sigma(ISL),StockoutsRate_all,StockoutsRate_mean,sigma(StockoutsRate),CostPerDemand,CostPerDemand_mean,sigma(CostPerDemand)
SVR,0.5114056406416567,0.1912411333414152,0.4145505955834283,0.24270639793535032,-0.09565584578765601,0.12728327218170218,0.8693438001722171,0.07314679089190781,2241.2950141108663,203.75409219189694,365.3267709270064,0.993940631803051,0.9962259345142693,0.009139905577921452,0.006382978723404255,0.0039572044952839655,0.009689243995796354,2.3843563979902833,1.563836524588733,2.5835964891561276
