,MAE_weight,sigma(MAE),RMSE_mean,sigma(RMSE),R2_mean,sigma(R2),IAE_mean,sigma(IAE),TotalCost_all,TotalCost_mean,sigma(TotalCost),ISL_all,ISL_mean,sigma(ISL),StockoutsRate_all,StockoutsRate_mean,sigma(StockoutsRate),CostPerDemand,CostPerDemand_mean,sigma(CostPerDemand)
RandomForest,0.5765416575094583,0.17699475524425928,0.47475826007205646,0.2455478833534761,-0.7290154831423213,0.9085669650635004,0.8839279007441797,0.04617427973015153,3057.9214078733617,277.9928552612147,382.10224681387285,0.9912795276360106,0.9961480350976145,0.005204203942062543,0.010638297872340425,0.0044453446776997535,0.005934141789549655,3.253107880716342,1.6629165822525251,1.9353453757472148
