date,actual,forecast
2027-01-02,0,1.0066011
2027-01-03,0,1.1097755
2027-01-04,1,1.0753928
2027-01-05,2,1.2647951
2027-01-06,1,1.1713718
2027-01-07,2,1.049416
2027-01-08,0,1.061863
2027-01-09,1,1.1069424
2027-01-10,1,1.3038579
2027-01-11,2,0.89678466
2027-01-12,1,1.184538
2027-01-13,1,0.94924337
2027-01-14,3,1.0240272
2027-01-15,2,0.939657
2027-01-16,0,0.9225307
2027-01-17,1,1.3787605
2027-01-18,0,1.0575835
2027-01-19,3,1.119957
2027-01-20,0,0.9879541
2027-01-21,1,0.9231047
2027-01-22,2,1.349203
2027-01-23,2,0.78316414
2027-01-24,1,0.8964175
2027-01-25,3,0.7411134
2027-01-26,1,0.8348638
2027-01-27,0,0.89954954
2027-01-28,2,1.2230833
2027-01-29,0,0.97583044
2027-01-30,1,1.0049275
2027-01-31,1,0.9782696
2027-02-01,2,0.78334856
2027-02-02,1,0.93105817
2027-02-03,2,0.9035039
2027-02-04,0,0.86078316
2027-02-05,0,0.86360407
2027-02-06,1,1.147189
2027-02-07,0,1.078322
2027-02-08,4,0.9824533
2027-02-09,2,1.0239968
2027-02-10,1,0.71729463
2027-02-11,0,0.9160775
2027-02-12,2,0.834465
2027-02-13,0,1.1416811
2027-02-14,2,0.7935741
2027-02-15,1,1.0551308
2027-02-16,1,0.80712354
2027-02-17,1,0.86089706
2027-02-18,0,0.77097726
2027-02-19,1,0.84792006
2027-02-20,2,1.0633402
2027-02-21,1,0.87843984
2027-02-22,2,0.81527287
2027-02-23,1,0.8613041
2027-02-24,0,0.816122
2027-02-25,1,0.816122
2027-02-26,0,1.0355828
2027-02-27,1,0.81848973
2027-02-28,1,1.0153224
2027-03-01,0,0.79986054
2027-03-02,2,0.8081947
2027-03-03,0,1.0629402
2027-03-04,1,0.8081947
2027-03-05,0,0.8481391
2027-03-06,1,0.68943304
2027-03-07,0,0.8481391
2027-03-08,1,0.7006175
2027-03-09,2,0.8548681
2027-03-10,1,0.5678608
2027-03-11,0,0.74996215
2027-03-12,0,0.72432303
2027-03-13,0,0.84439695
2027-03-14,1,0.8316081
2027-03-15,0,0.8601505
2027-03-16,1,0.60525775
2027-03-17,0,0.66885996
2027-03-18,1,0.5835021
2027-03-19,0,0.65572995
2027-03-20,0,0.5881607
2027-03-21,1,0.6526953
2027-03-22,1,0.61115456
2027-03-23,0,0.5216315
2027-03-24,0,0.5216315
2027-03-25,0,0.543697
2027-03-26,1,0.543697
2027-03-27,1,0.5590631
2027-03-28,0,0.5216315
2027-03-29,0,0.5216315
2027-03-30,1,0.56344223
2027-03-31,1,0.54673165
2027-04-01,0,0.53828144
2027-04-02,0,0.58485
2027-04-03,2,0.61001074
2027-04-04,0,0.42334035
2027-04-05,0,0.53761154
2027-04-06,0,0.5859725
2027-04-07,1,0.59837145
2027-04-08,1,0.6039895
2027-04-09,0,0.5960344
2027-04-10,0,0.58775645
2027-04-11,0,0.52389634
2027-04-12,0,0.52389634
2027-04-13,0,0.56112826
2027-04-14,1,0.73944336
2027-04-15,1,0.5332174
2027-04-16,0,0.49873614
2027-04-17,0,0.49873614
2027-04-18,1,0.52186936
2027-04-19,1,0.5262663
2027-04-20,0,0.59299225
2027-04-21,0,0.59299225
2027-04-22,0,0.53102267
2027-04-23,0,0.49678245
2027-04-24,0,0.52863383
2027-04-25,1,0.6919547
2027-04-26,1,0.5178727
2027-04-27,0,0.51569396
2027-04-28,0,0.51569396
2027-04-29,1,0.4577897
2027-04-30,1,0.51242703
2027-05-01,0,0.5171993
2027-05-02,0,0.45741284
2027-05-03,1,0.47565028
2027-05-04,0,0.47565028
2027-05-05,0,0.4643121
2027-05-06,0,0.47202444
2027-05-07,1,0.62827986
2027-05-08,0,0.47202444
2027-05-09,1,0.4643121
2027-05-10,1,0.47870746
2027-05-11,0,0.45496053
2027-05-12,0,0.54773086
2027-05-13,0,0.46001914
2027-05-14,1,0.67532486
2027-05-15,0,0.555443
2027-05-16,1,0.7719808
2027-05-17,0,0.7980915
2027-05-18,0,0.6815953
2027-05-19,1,0.8203953
2027-05-20,1,0.7077059
2027-05-21,2,0.7925021
2027-05-22,0,0.6986767
2027-05-23,1,0.68054074
2027-05-24,0,0.5916773
2027-05-25,0,0.53984356
2027-05-26,1,0.52863777
2027-05-27,0,0.4959026
2027-05-28,1,0.606065
2027-05-29,0,0.5570188
2027-05-30,1,0.51048297
2027-05-31,0,0.54031664
2027-06-01,1,0.5112421
2027-06-02,0,0.5606926
2027-06-03,0,0.5112421
2027-06-04,0,0.55579454
2027-06-05,1,0.48337764
2027-06-06,1,0.6040422
2027-06-07,1,0.5686684
2027-06-08,1,0.5705047
2027-06-09,1,0.5705047
2027-06-10,0,0.57368875
2027-06-11,0,0.5746654
2027-06-12,1,0.5354119
2027-06-13,1,0.5836595
2027-06-14,1,0.65206194
2027-06-15,0,0.7044047
2027-06-16,0,0.64697826
