,MAE_weight,sigma(MAE),RMSE_mean,sigma(RMSE),R2_mean,sigma(R2),IAE_mean,sigma(IAE),TotalCost_all,TotalCost_mean,sigma(TotalCost),ISL_all,ISL_mean,sigma(ISL),StockoutsRate_all,StockoutsRate_mean,sigma(StockoutsRate),CostPerDemand,CostPerDemand_mean,sigma(CostPerDemand)
XGBoost,0.5262079579398987,0.18205927030734045,0.41028306557262134,0.20734058722210189,-0.4463519128886136,1.40682928424032,0.8579971403618974,0.0649657059789863,1043.0981009286704,94.82710008442459,136.8655445743183,0.9989361702127659,0.9996886674968867,0.000984519819479574,0.0010638297872340426,0.00031133250311332503,0.0009845198194795702,1.1096788307751813,0.6519129487672449,0.5683670824808257
