,MAE,RMSE,R2,IAE,TotalCost,ISL,TotalStockouts,ImmediateFulfilled,BackorderFulfilled
MAE,1.0,0.9965659656945873,0.17561563176933842,-0.6581247985902404,0.9410944172546537,-0.5585756017820432,0.5585756017820444,0.9686430907025538,0.5585756017820444
RMSE,0.9965659656945873,1.0,0.1838863867372218,-0.6755245939277409,0.9441446436606123,-0.5807368676978902,0.5807368676978911,0.9775692517092376,0.5807368676978911
R2,0.17561563176933842,0.1838863867372218,1.0,-0.7114503821401658,0.23669991721794836,-0.11845754095557282,0.11845754095557787,0.2826717616957261,0.11845754095557787
IAE,-0.6581247985902404,-0.6755245939277409,-0.7114503821401658,1.0,-0.6490398629261014,0.4123592368939323,-0.4123592368939335,-0.7703850814219065,-0.4123592368939335
TotalCost,0.9410944172546537,0.9441446436606123,0.23669991721794836,-0.6490398629261014,1.0,-0.7936105791465734,0.7936105791465781,0.9528227437082899,0.7936105791465781
ISL,-0.5585756017820432,-0.5807368676978902,-0.11845754095557282,0.4123592368939323,-0.7936105791465734,1.0,-1.0000000000000078,-0.6583040050194875,-1.0000000000000078
TotalStockouts,0.5585756017820444,0.5807368676978911,0.11845754095557787,-0.4123592368939335,0.7936105791465781,-1.0000000000000078,1.0,0.6583040050194877,1.0
ImmediateFulfilled,0.9686430907025538,0.9775692517092376,0.2826717616957261,-0.7703850814219065,0.9528227437082899,-0.6583040050194875,0.6583040050194877,1.0,0.6583040050194876
BackorderFulfilled,0.5585756017820444,0.5807368676978911,0.11845754095557787,-0.4123592368939335,0.7936105791465781,-1.0000000000000078,1.0,0.6583040050194876,1.0
