date,actual,forecast
2027-01-02,1,0.553673
2027-01-03,1,0.5389393
2027-01-04,1,0.7711164
2027-01-05,2,0.8146294
2027-01-06,0,0.55660164
2027-01-07,0,0.6450572
2027-01-08,0,0.8989785
2027-01-09,1,0.8624013
2027-01-10,1,0.47920328
2027-01-11,1,0.90436625
2027-01-12,2,1.0383987
2027-01-13,0,0.58991605
2027-01-14,0,0.41425246
2027-01-15,1,0.39113188
2027-01-16,2,0.49483404
2027-01-17,1,0.24773784
2027-01-18,0,0.7077821
2027-01-19,0,0.71382904
2027-01-20,1,0.4521678
2027-01-21,0,0.43386754
2027-01-22,1,0.6502922
2027-01-23,1,0.6415743
2027-01-24,1,0.67659307
2027-01-25,1,0.44187307
2027-01-26,0,0.42664585
2027-01-27,0,0.65178543
2027-01-28,2,0.40939957
2027-01-29,0,0.49317867
2027-01-30,2,0.58691674
2027-01-31,0,0.5685586
2027-02-01,1,0.72797835
2027-02-02,1,0.36876476
2027-02-03,0,0.45077804
2027-02-04,0,0.4415584
2027-02-05,2,0.40002206
2027-02-06,0,0.46521088
2027-02-07,0,0.45689237
2027-02-08,2,0.6784244
2027-02-09,1,0.66537565
2027-02-10,1,0.42188165
2027-02-11,0,0.48847282
2027-02-12,1,0.70986587
2027-02-13,0,0.38828486
2027-02-14,1,0.37008825
2027-02-15,0,0.5080603
2027-02-16,2,0.67461705
2027-02-17,1,0.46380907
2027-02-18,0,0.48159856
2027-02-19,0,0.5612978
2027-02-20,1,0.45038775
2027-02-21,0,0.55129623
2027-02-22,0,0.2917451
2027-02-23,1,0.4829041
2027-02-24,1,0.5340026
2027-02-25,0,0.40087953
2027-02-26,0,0.4073333
2027-02-27,0,0.5340026
2027-02-28,0,0.38413274
2027-03-01,1,0.3701819
2027-03-02,1,0.45868003
2027-03-03,0,0.5228923
2027-03-04,0,0.44209376
2027-03-05,1,0.440683
2027-03-06,0,0.41678372
2027-03-07,0,0.3088753
2027-03-08,0,0.38168424
2027-03-09,1,0.47465158
2027-03-10,0,0.31376258
2027-03-11,0,0.33277458
2027-03-12,0,0.4687723
2027-03-13,1,0.46357492
2027-03-14,2,0.38551867
2027-03-15,0,0.18406656
2027-03-16,0,0.3904108
2027-03-17,0,0.42959827
2027-03-18,0,0.4305123
2027-03-19,2,0.28466317
2027-03-20,0,0.21119656
2027-03-21,0,0.28693143
2027-03-22,1,0.31493348
2027-03-23,1,0.35719633
2027-03-24,1,0.3935952
2027-03-25,1,0.39161274
2027-03-26,0,0.3937296
2027-03-27,0,0.387768
2027-03-28,0,0.3936471
2027-03-29,0,0.4560553
2027-03-30,1,0.47235185
2027-03-31,1,0.32799745
2027-04-01,0,0.38036284
2027-04-02,0,0.31806168
2027-04-03,1,0.3016991
2027-04-04,0,0.3016991
2027-04-05,0,0.3236104
2027-04-06,1,0.38248816
2027-04-07,0,0.30884984
2027-04-08,0,0.38916668
2027-04-09,0,0.39543003
2027-04-10,1,0.48012167
2027-04-11,0,0.3899912
2027-04-12,0,0.38916668
2027-04-13,0,0.38081732
2027-04-14,0,0.42804238
2027-04-15,0,0.45537156
2027-04-16,0,0.6277365
2027-04-17,0,0.59074426
2027-04-18,1,0.43079355
2027-04-19,0,0.35212418
2027-04-20,0,0.34874958
2027-04-21,1,0.3342428
2027-04-22,0,0.26047775
2027-04-23,1,0.3334092
2027-04-24,0,0.3213013
2027-04-25,0,0.2606196
2027-04-26,0,0.3347172
2027-04-27,0,0.43954757
2027-04-28,0,0.50690067
2027-04-29,0,0.37036684
2027-04-30,0,0.33889705
2027-05-01,0,0.2655213
2027-05-02,1,0.3156089
2027-05-03,1,0.25707376
2027-05-04,0,0.23026153
2027-05-05,1,0.2747704
2027-05-06,1,0.26091105
2027-05-07,0,0.25090787
2027-05-08,1,0.24935417
2027-05-09,2,0.25085616
2027-05-10,0,0.25090787
2027-05-11,0,0.24935417
2027-05-12,0,0.21946527
2027-05-13,1,0.27907437
2027-05-14,0,0.27093935
2027-05-15,0,0.24228351
2027-05-16,0,0.27953765
2027-05-17,0,0.2732106
2027-05-18,1,0.31678364
2027-05-19,0,0.28611222
2027-05-20,0,0.26456448
2027-05-21,0,0.2949822
2027-05-22,0,0.29437542
2027-05-23,0,0.31678364
2027-05-24,0,0.29257795
2027-05-25,0,0.29714724
2027-05-26,1,0.29714724
2027-05-27,0,0.2906815
2027-05-28,1,0.2873181
2027-05-29,0,0.28851646
2027-05-30,1,0.26456448
2027-05-31,1,0.26696852
2027-06-01,0,0.24606904
2027-06-02,0,0.24542077
2027-06-03,0,0.29677966
2027-06-04,0,0.29497778
2027-06-05,1,0.29318032
2027-06-06,0,0.28611222
2027-06-07,0,0.26456448
2027-06-08,0,0.2995515
2027-06-09,0,0.2989447
2027-06-10,1,0.29318032
2027-06-11,0,0.28611222
2027-06-12,0,0.2873181
2027-06-13,0,0.2995515
2027-06-14,0,0.30768436
2027-06-15,0,0.29318032
2027-06-16,1,0.3058869
2027-06-17,0,0.29942116
2027-06-18,0,0.36664915
2027-06-19,0,0.7509725
2027-06-20,0,0.38548377
2027-06-21,1,0.37097973
2027-06-22,1,0.3723803
2027-06-23,0,0.34815365
2027-06-24,2,0.7092011
2027-06-25,0,0.27386647
2027-06-26,0,0.28098345
2027-06-27,0,0.2657088
2027-06-28,0,0.30768436
2027-06-29,0,0.32316074
2027-06-30,0,0.32196897
2027-07-01,0,0.34967983
2027-07-02,1,0.33737186
2027-07-03,0,0.32606584
2027-07-04,1,0.3203347
2027-07-05,1,0.3760385
2027-07-06,1,0.3494076
2027-07-07,0,0.3004675
2027-07-08,1,0.35381988
2027-07-09,1,0.32469413
2027-07-10,0,0.32021356
2027-07-11,0,0.318963
2027-07-12,1,0.3678142
2027-07-13,0,0.3444402
2027-07-14,1,0.3410768
2027-07-15,0,0.359551
2027-07-16,0,0.35378337
2027-07-17,0,0.33386293
2027-07-18,1,0.36540997
2027-07-19,1,0.34714326
2027-07-20,0,0.33528787
2027-07-21,1,0.41758734
2027-07-22,0,0.359551
2027-07-23,1,0.34377986
2027-07-24,0,0.3273972
2027-07-25,1,0.35378337
2027-07-26,0,0.3273972
2027-07-27,0,0.35378337
2027-07-28,0,0.33332992
2027-07-29,0,0.36487696
2027-07-30,0,0.3803239
2027-07-31,2,0.3630795
2027-08-01,0,0.32121786
2027-08-02,0,0.33049673
2027-08-03,0,0.33131582
2027-08-04,0,0.36030766
2027-08-05,1,0.34811893
2027-08-06,1,0.33664158
2027-08-07,0,0.3243092
2027-08-08,0,0.41705433
2027-08-09,0,0.3672812
2027-08-10,1,0.35851803
2027-08-11,0,0.34661025
2027-08-12,0,0.35325035
2027-08-13,0,0.36548373
2027-08-14,0,0.36487696
2027-08-15,2,0.35672057
2027-08-16,0,0.32865483
2027-08-17,0,0.35325035
2027-08-18,0,0.3358851
2027-08-19,0,0.35773718
2027-08-20,1,0.33644953
2027-08-21,0,0.3295018
2027-08-22,0,0.33566493
2027-08-23,1,0.35377467
2027-08-24,1,0.3449047
2027-08-25,0,0.25969583
2027-08-26,0,0.3230506
2027-08-27,2,0.35557213
2027-08-28,1,0.2989925
2027-08-29,0,0.25956732
2027-08-30,0,0.29345196
2027-08-31,0,0.35557213
2027-09-01,1,0.30090517
2027-09-02,1,0.2741886
2027-09-03,0,0.2968565
2027-09-04,0,0.31864312
2027-09-05,1,0.34813517
2027-09-06,0,0.26794082
2027-09-07,0,0.24942262
2027-09-08,0,0.32136303
2027-09-09,0,0.34573093
2027-09-10,1,0.29876783
2027-09-11,0,0.31188065
2027-09-12,0,0.2933624
2027-09-13,0,0.32136303
2027-09-14,1,0.32285446
2027-09-15,0,0.26794082
2027-09-16,0,0.2933624
2027-09-17,1,0.32136303
2027-09-18,0,0.29681465
2027-09-19,1,0.24942262
2027-09-20,1,0.29952788
2027-09-21,0,0.26558504
2027-09-22,0,0.24466679
2027-09-23,0,0.35793138
2027-09-24,0,0.3088089
2027-09-25,0,0.30701143
2027-09-26,1,0.33983395
2027-09-27,0,0.3306576
2027-09-28,0,0.31213936
2027-09-29,0,0.34545204
2027-09-30,0,0.3416314
2027-10-01,0,0.2931157
2027-10-02,0,0.33983395
2027-10-03,0,0.3472709
2027-10-04,0,0.3495096
2027-10-05,1,0.3540789
2027-10-06,0,0.34033325
2027-10-07,0,0.34153914
2027-10-08,0,0.35969698
2027-10-09,0,0.35587636
2027-10-10,0,0.30279136
2027-10-11,0,0.3540789
2027-10-12,0,0.3540789
2027-10-13,1,0.3540789
2027-10-14,0,0.34490255
2027-10-15,0,0.3391714
2027-10-16,1,0.35969698
2027-10-17,1,0.34490255
2027-10-18,0,0.2625137
2027-10-19,0,0.3447895
2027-10-20,1,0.36149445
2027-10-21,0,0.293615
2027-10-22,0,0.28788388
2027-10-23,0,0.35969698
2027-10-24,0,0.35587636
2027-10-25,1,0.30279136
2027-10-26,0,0.34490255
2027-10-27,0,0.3391714
2027-10-28,0,0.35969698
2027-10-29,1,0.35587636
2027-10-30,0,0.28785816
2027-10-31,0,0.33341455
2027-11-01,1,0.3587804
2027-11-02,0,0.34490255
2027-11-03,0,0.28788388
2027-11-04,1,0.3587804
2027-11-05,0,0.3391457
2027-11-06,1,0.28212702
2027-11-07,0,0.35926926
2027-11-08,0,0.35133433
2027-11-09,1,0.32000342
2027-11-10,0,0.34294218
2027-11-11,0,0.30600187
2027-11-12,0,0.40313578
2027-11-13,0,0.37956592
2027-11-14,2,0.35168308
2027-11-15,0,0.31498325
2027-11-16,1,0.36286098
2027-11-17,0,0.35869998
2027-11-18,0,0.36286098
2027-11-19,0,0.3231207
2027-11-20,1,0.36152974
2027-11-21,1,0.3099177
2027-11-22,0,0.3207342
2027-11-23,0,0.385595
2027-11-24,0,0.40229994
2027-11-25,0,0.32270682
2027-11-26,0,0.3566297
2027-11-27,0,0.37326565
2027-11-28,0,0.39328185
2027-11-29,0,0.67879134
2027-11-30,0,0.67879134
2027-12-01,1,0.7212011
2027-12-02,1,0.3834723
2027-12-03,0,0.3485128
2027-12-04,1,0.7969802
2027-12-05,2,0.78429824
2027-12-06,1,0.33873045
2027-12-07,0,0.33509693
2027-12-08,0,0.43035173
2027-12-09,1,0.48572892
2027-12-10,0,0.48093432
2027-12-11,0,0.5259071
2027-12-12,0,0.4632759
2027-12-13,1,0.5584472
2027-12-14,1,0.4666759
2027-12-15,0,0.3893121
2027-12-16,1,0.46592486
2027-12-17,0,0.44155455
2027-12-18,0,0.41392988
2027-12-19,1,0.4022195
2027-12-20,3,0.41618723
2027-12-21,0,0.40054384
2027-12-22,1,0.50562227
2027-12-23,0,0.3850098
2027-12-24,0,0.4679336
2027-12-25,0,0.5200411
2027-12-26,1,0.58626354
2027-12-27,1,0.43010685
2027-12-28,0,0.88261956
2027-12-29,0,0.9064
2027-12-30,3,0.925845
2027-12-31,0,0.948208
