date,actual,forecast
2027-01-02,0,0.06742927
2027-01-03,0,0.06742927
2027-01-04,0,0.07089938
2027-01-05,0,0.07089938
2027-01-06,0,0.07089938
2027-01-07,0,0.07089938
2027-01-08,0,0.07089938
2027-01-09,0,0.07220045
2027-01-10,0,0.07220045
2027-01-11,0,0.07220045
2027-01-12,0,0.07220045
2027-01-13,0,0.07664588
2027-01-14,0,0.07664588
2027-01-15,0,0.07664588
2027-01-16,0,0.07664588
2027-01-17,0,0.07664588
2027-01-18,0,0.07747159
2027-01-19,0,0.07747159
2027-01-20,0,0.076377705
2027-01-21,0,0.076377705
2027-01-22,0,0.076377705
2027-01-23,0,0.076377705
2027-01-24,0,0.07592045
2027-01-25,0,0.07592045
2027-01-26,0,0.07592045
2027-01-27,0,0.07708663
2027-01-28,0,0.07153818
2027-01-29,0,0.07153818
2027-01-30,0,0.07153818
2027-01-31,0,0.07613184
2027-02-01,0,0.07613184
2027-02-02,0,0.07613184
2027-02-03,0,0.07613184
2027-02-04,0,0.07613184
2027-02-05,0,0.07418432
2027-02-06,0,0.07418432
2027-02-07,0,0.07418432
2027-02-08,0,0.07418432
2027-02-09,0,0.07418432
2027-02-10,0,0.07418432
2027-02-11,0,0.07418432
2027-02-12,0,0.07418432
2027-02-13,0,0.07418432
2027-02-14,0,0.07418432
2027-02-15,0,0.07418432
2027-02-16,0,0.07418432
2027-02-17,0,0.07418432
2027-02-18,0,0.07418432
2027-02-19,0,0.07418432
2027-02-20,0,0.07418432
2027-02-21,0,0.07418432
2027-02-22,0,0.07418432
2027-02-23,0,0.07418432
2027-02-24,1,0.07418432
2027-02-25,0,0.062305752
2027-02-26,0,0.06300758
2027-02-27,0,0.056940608
2027-02-28,0,0.062090058
2027-03-01,0,0.06447912
2027-03-02,0,0.06668931
2027-03-03,1,0.06966196
2027-03-04,0,0.061748706
2027-03-05,0,0.062450524
2027-03-06,0,0.057503723
2027-03-07,0,0.062090058
2027-03-08,0,0.06447912
2027-03-09,0,0.06668931
