date,actual,forecast
2027-01-02,2,1.0102067
2027-01-03,1,1.3390245
2027-01-04,2,1.2992611
2027-01-05,1,0.994032
2027-01-06,0,1.3584336
2027-01-07,3,1.4464256
2027-01-08,1,1.1474999
2027-01-09,0,1.1806482
2027-01-10,2,1.5638977
2027-01-11,2,0.97330374
2027-01-12,0,1.4071183
2027-01-13,1,1.2088982
2027-01-14,0,0.8763854
2027-01-15,2,1.3133438
2027-01-16,3,1.1931329
2027-01-17,2,0.962417
2027-01-18,0,0.9694389
2027-01-19,2,1.1082219
2027-01-20,1,1.1992263
2027-01-21,0,1.2083955
2027-01-22,1,1.1108626
2027-01-23,3,0.8492287
2027-01-24,0,1.1138532
2027-01-25,1,1.0988857
2027-01-26,1,1.1287531
2027-01-27,1,1.1413294
2027-01-28,1,1.3167313
2027-01-29,0,1.0462496
2027-01-30,3,1.131348
2027-01-31,1,1.1079508
2027-02-01,1,1.0717874
2027-02-02,1,1.2616396
2027-02-03,1,1.0075355
2027-02-04,2,1.2232417
2027-02-05,0,1.0703608
2027-02-06,1,0.9857369
2027-02-07,2,1.0831435
2027-02-08,2,1.066565
2027-02-09,1,1.1094596
2027-02-10,2,1.0682236
2027-02-11,2,1.0176343
2027-02-12,3,1.1248004
2027-02-13,1,1.1005344
2027-02-14,2,0.9826663
2027-02-15,0,1.0873314
2027-02-16,1,0.95769507
2027-02-17,2,1.022262
2027-02-18,1,0.99844766
2027-02-19,0,0.94709724
2027-02-20,2,0.9984475
2027-02-21,2,0.99670225
2027-02-22,0,0.9931554
2027-02-23,0,0.89049095
2027-02-24,2,0.7910135
2027-02-25,0,0.8625575
2027-02-26,1,0.8284912
2027-02-27,1,0.8430578
2027-02-28,1,0.72728914
2027-03-01,0,0.8116272
2027-03-02,2,0.8115708
2027-03-03,1,0.90075856
2027-03-04,0,0.8116272
2027-03-05,2,0.70956504
2027-03-06,0,0.5449333
2027-03-07,1,0.70956504
2027-03-08,1,0.71681577
2027-03-09,0,0.68683237
2027-03-10,2,0.70956504
2027-03-11,0,0.53240126
2027-03-12,0,0.71247154
2027-03-13,0,0.73683625
2027-03-14,1,0.8026365
2027-03-15,0,0.70891553
2027-03-16,1,0.5944208
2027-03-17,1,0.6266325
2027-03-18,0,0.59162873
2027-03-19,2,0.57688886
2027-03-20,2,0.45623377
2027-03-21,0,0.38427854
2027-03-22,1,0.62381655
2027-03-23,0,0.52017456
2027-03-24,1,0.49284628
2027-03-25,1,0.5569541
2027-03-26,0,0.53996354
2027-03-27,0,0.5273471
2027-03-28,0,0.58207273
2027-03-29,1,0.5593113
2027-03-30,2,0.567157
2027-03-31,0,0.424651
2027-04-01,0,0.45805585
2027-04-02,1,0.52294165
2027-04-03,0,0.5515694
2027-04-04,1,0.50305355
2027-04-05,0,0.57834136
2027-04-06,0,0.52877915
2027-04-07,0,0.56325954
2027-04-08,0,0.58207273
2027-04-09,0,0.6239466
2027-04-10,2,0.62763643
2027-04-11,1,0.46353114
2027-04-12,0,0.45496082
2027-04-13,0,0.4849763
2027-04-14,0,0.5538605
2027-04-15,0,0.5441126
2027-04-16,1,0.6032502
2027-04-17,1,0.557634
2027-04-18,2,0.50265765
2027-04-19,0,0.40402806
2027-04-20,0,0.4377047
2027-04-21,1,0.50446486
2027-04-22,0,0.49643564
2027-04-23,0,0.4402165
2027-04-24,0,0.576417
2027-04-25,0,0.54830015
2027-04-26,2,0.5716012
2027-04-27,0,0.39995417
2027-04-28,1,0.42627946
2027-04-29,1,0.47085124
2027-04-30,1,0.45139655
2027-05-01,0,0.47894174
2027-05-02,0,0.5129453
2027-05-03,1,0.50911224
2027-05-04,0,0.5143719
2027-05-05,2,0.5450503
2027-05-06,2,0.45334023
2027-05-07,0,0.36978558
2027-05-08,0,0.47392827
2027-05-09,0,0.511453
2027-05-10,1,0.4804826
2027-05-11,0,0.50273687
2027-05-12,0,0.5175974
2027-05-13,0,0.5207859
2027-05-14,1,0.635551
2027-05-15,1,0.48472285
2027-05-16,0,0.47323114
2027-05-17,0,0.47323114
2027-05-18,1,0.4701971
2027-05-19,0,0.47105983
2027-05-20,0,0.49375245
2027-05-21,2,0.52864814
2027-05-22,1,0.37556985
2027-05-23,1,0.5022329
2027-05-24,1,0.45978868
2027-05-25,0,0.48526952
2027-05-26,0,0.4665433
2027-05-27,2,0.50143915
2027-05-28,0,0.37978852
2027-05-29,0,0.5022329
2027-05-30,0,0.48951143
2027-05-31,0,0.48325497
2027-06-01,0,0.483667
2027-06-02,1,0.77247584
2027-06-03,2,0.5923625
2027-06-04,1,0.47548482
2027-06-05,0,0.5020346
2027-06-06,1,0.4187918
2027-06-07,0,0.48958528
2027-06-08,0,0.48293582
2027-06-09,1,0.6283324
2027-06-10,2,0.49593285
2027-06-11,1,0.4200611
2027-06-12,1,0.5595055
2027-06-13,0,0.4878676
2027-06-14,1,0.46389502
2027-06-15,0,0.5368129
2027-06-16,1,0.523816
2027-06-17,0,0.56795895
2027-06-18,2,0.52633554
2027-06-19,0,0.59470385
2027-06-20,1,0.58205813
2027-06-21,0,0.7586769
2027-06-22,1,0.50904274
2027-06-23,0,0.78855586
2027-06-24,1,0.6351789
2027-06-25,2,0.7702996
2027-06-26,0,0.45639527
2027-06-27,0,0.6769272
2027-06-28,0,0.725731
2027-06-29,1,0.71789443
2027-06-30,0,0.80173606
2027-07-01,0,0.76395565
2027-07-02,1,0.8291982
2027-07-03,1,0.67105347
2027-07-04,0,0.76395565
2027-07-05,2,0.76395565
2027-07-06,1,0.47987407
2027-07-07,2,0.64350086
2027-07-08,1,0.49590784
2027-07-09,0,0.6046038
2027-07-10,2,0.64615375
2027-07-11,2,0.47161222
2027-07-12,0,0.48000908
2027-07-13,0,0.69175595
2027-07-14,1,0.62002057
2027-07-15,0,0.78351337
2027-07-16,0,0.78001034
2027-07-17,0,0.7837615
2027-07-18,1,0.9131676
2027-07-19,1,0.8011197
2027-07-20,0,0.75362664
