,MAE_weight,sigma(MAE),RMSE_mean,sigma(RMSE),R2_mean,sigma(R2),IAE_mean,sigma(IAE),TotalCost_all,TotalCost_mean,sigma(TotalCost),ISL_all,ISL_mean,sigma(ISL),StockoutsRate_all,StockoutsRate_mean,sigma(StockoutsRate),CostPerDemand,CostPerDemand_mean,sigma(CostPerDemand)
RandomForest,0.530882503383426,0.18788307951351507,0.4219845888882993,0.20933241810674505,-0.6478988220124914,1.8988688817428387,0.8382288419023243,0.07251645461875733,841.0144246575345,76.45585678704859,97.23519033133395,1.0,1.0,0.0,0.0,0.0,0.0,0.8946961964441856,0.5907122410537942,0.5107429487285543
