date,actual,forecast
2027-01-02,0,0.04502257762999974
2027-01-03,0,0.042555788809509366
2027-01-04,0,0.050349719380859914
2027-01-05,0,0.047215546439853394
2027-01-06,0,0.046882953933455776
2027-01-07,0,0.04619776137635791
2027-01-08,0,0.04579727098295012
2027-01-09,0,0.057182952703414884
2027-01-10,0,0.060336451753635716
2027-01-11,0,0.04953975171131769
2027-01-12,0,0.049392423917036514
2027-01-13,0,0.059769954552780585
2027-01-14,0,0.05733459130872944
2027-01-15,0,0.05828323876500842
2027-01-16,0,0.057332277577520525
2027-01-17,0,0.05760362053126985
2027-01-18,0,0.05968210462781051
2027-01-19,0,0.06070455549512718
2027-01-20,0,0.06188520504416645
2027-01-21,0,0.0691117362725139
2027-01-22,0,0.08592913785819498
2027-01-23,0,0.12077505454716263
2027-01-24,0,0.08909612093006898
2027-01-25,0,0.08721133102251745
2027-01-26,0,0.0862747257240928
2027-01-27,0,0.09268659321730674
2027-01-28,0,0.0934114272773304
2027-01-29,0,0.10115651988618221
2027-01-30,0,0.090024525659507
2027-01-31,0,0.11108230207794585
2027-02-01,0,0.15624389834120897
2027-02-02,0,0.1495638182622354
2027-02-03,0,0.14745994704801005
2027-02-04,0,0.17267902750198802
2027-02-05,0,0.1604900521689775
2027-02-06,0,0.15747159484218562
2027-02-07,0,0.15267352557430638
2027-02-08,0,0.14975504733992245
2027-02-09,0,0.15024415917178494
2027-02-10,0,0.15926637904941893
2027-02-11,0,0.13094994199654325
2027-02-12,0,0.11832043565536272
2027-02-13,0,0.1130406566119164
2027-02-14,0,0.11126772538161592
2027-02-15,0,0.11114772538161591
2027-02-16,0,0.11061442462353718
2027-02-17,0,0.11061442462353718
2027-02-18,0,0.110387645915998
2027-02-19,0,0.11024941816264998
2027-02-20,0,0.11229057856060416
2027-02-21,0,0.10939534638300404
2027-02-22,0,0.10844805152336122
2027-02-23,0,0.10751202241912063
2027-02-24,1,0.11336041704501602
2027-02-25,0,0.06286275244162548
2027-02-26,0,0.045588410015097565
2027-02-27,0,0.04469233621372248
2027-02-28,0,0.048938377662245215
2027-03-01,0,0.059666169645033795
2027-03-02,0,0.07649243463823245
2027-03-03,1,0.056361063791233866
2027-03-04,0,0.05507051376709065
2027-03-05,0,0.043184084039491186
2027-03-06,0,0.04387095149346817
2027-03-07,0,0.04854845216169897
2027-03-08,0,0.07030130657638217
2027-03-09,0,0.07089384268081524
2027-03-10,0,0.06717268666363567
2027-03-11,0,0.06476342270290192
2027-03-12,0,0.059072528405380555
2027-03-13,0,0.0601869485782259
2027-03-14,0,0.1705858044143737
2027-03-15,0,0.0671271785406238
2027-03-16,0,0.06202010271625357
2027-03-17,0,0.05686252257729001
2027-03-18,0,0.05735654749552947
2027-03-19,0,0.0634050019960489
2027-03-20,0,0.060800436822103926
2027-03-21,0,0.05110013124794717
2027-03-22,0,0.04639519543199863
2027-03-23,0,0.044768725518971285
2027-03-24,0,0.04787331193905629
2027-03-25,0,0.042795089593737796
2027-03-26,0,0.0458341160628581
2027-03-27,0,0.04085002146875288
2027-03-28,0,0.04458183628092643
2027-03-29,0,0.04459545943492052
2027-03-30,0,0.04213148225766138
2027-03-31,0,0.04124707402317366
2027-04-01,0,0.0381344033789939
2027-04-02,0,0.03887602191924132
2027-04-03,0,0.03997220453606454
2027-04-04,0,0.03761434413139938
2027-04-05,0,0.03795753564243582
2027-04-06,0,0.036400324104578906
2027-04-07,0,0.03649368304070389
2027-04-08,0,0.03581458341371245
2027-04-09,0,0.03717395128975267
2027-04-10,0,0.03512965684916727
2027-04-11,0,0.033765339149758294
2027-04-12,0,0.03294394863113696
2027-04-13,0,0.03321251623548283
2027-04-14,0,0.031940638510746286
2027-04-15,0,0.03194979187280844
2027-04-16,0,0.03537452828914558
2027-04-17,0,0.03653595584313431
2027-04-18,0,0.03786306000156581
2027-04-19,0,0.0448892669782464
2027-04-20,0,0.03576476047496427
2027-04-21,0,0.05047553350793126
2027-04-22,0,0.05547630919922436
2027-04-23,0,0.06363528957637409
2027-04-24,0,0.04985328460943718
2027-04-25,0,0.04640130867586811
2027-04-26,0,0.04956753315932175
2027-04-27,0,0.04753835208207101
2027-04-28,0,0.04686889884065479
2027-04-29,0,0.055966339539875704
2027-04-30,0,0.0692913610946051
2027-05-01,0,0.050903551316649934
2027-05-02,0,0.04838471974207964
2027-05-03,0,0.05114036895862847
2027-05-04,0,0.048388168330345226
2027-05-05,0,0.05393224098469562
2027-05-06,0,0.05038909368052881
2027-05-07,0,0.0513986593489992
2027-05-08,0,0.050425905512299966
2027-05-09,0,0.05068349668582009
2027-05-10,0,0.040457415877115016
2027-05-11,0,0.04033561413052394
2027-05-12,0,0.04033561413052394
2027-05-13,0,0.04033561413052394
2027-05-14,0,0.049872324226474495
2027-05-15,0,0.04320299882964907
2027-05-16,0,0.04088798711558128
2027-05-17,0,0.04089094569546294
2027-05-18,0,0.0440792645521697
2027-05-19,0,0.0425060219217842
2027-05-20,0,0.04271588485883808
2027-05-21,0,0.04238934563063624
2027-05-22,0,0.04438317673066223
2027-05-23,0,0.04237161226799812
2027-05-24,0,0.04428381362410977
2027-05-25,0,0.044266575700041805
2027-05-26,0,0.03427009911974413
2027-05-27,0,0.10517149611230947
2027-05-28,0,0.10417149611230947
2027-05-29,0,0.10810307190124137
2027-05-30,0,0.28888043063227237
2027-05-31,0,0.29635655097756297
2027-06-01,0,0.7072679410157039
2027-06-02,0,0.7725847454234174
2027-06-03,0,0.7835847454234174
2027-06-04,0,0.7836886124460684
2027-06-05,0,0.784512141857833
2027-06-06,0,0.784512141857833
2027-06-07,0,0.784512141857833
2027-06-08,0,0.784512141857833
2027-06-09,0,0.7874871755454834
2027-06-10,0,0.7874871755454834
2027-06-11,0,0.7874871755454834
2027-06-12,0,0.7874718073973541
2027-06-13,0,0.7874718073973541
2027-06-14,0,0.7884718073973541
2027-06-15,0,0.7976283871515677
2027-06-16,0,0.8162273406920821
2027-06-17,0,0.8162273406920821
2027-06-18,0,0.8172273406920821
2027-06-19,0,0.8182273406920821
2027-06-20,0,0.8182273406920821
2027-06-21,0,0.8182273406920821
2027-06-22,0,0.8228271728878397
2027-06-23,0,0.8225255704978344
2027-06-24,0,0.8225255704978344
2027-06-25,0,0.8327506905244676
2027-06-26,0,0.831907717164911
2027-06-27,0,0.8299573039417705
2027-06-28,0,0.8299573039417705
2027-06-29,0,0.8347153122833305
2027-06-30,0,0.8292302790665331
2027-07-01,0,0.8283969457331998
2027-07-02,0,0.8277307583746977
2027-07-03,0,0.8277307583746977
2027-07-04,0,0.8277307583746977
2027-07-05,0,0.8267021009387581
2027-07-06,0,0.8267021009387581
2027-07-07,0,0.8350679257613529
2027-07-08,0,0.8341512590946863
2027-07-09,0,0.8359925603676708
2027-07-10,0,0.8356560463727598
2027-07-11,0,0.8356560463727598
2027-07-12,0,0.8356560463727598
2027-07-13,0,0.8356560463727598
2027-07-14,0,0.8356560463727598
2027-07-15,0,0.8356560463727598
2027-07-16,0,0.8356560463727598
2027-07-17,0,0.8356560463727598
2027-07-18,0,0.8356560463727598
2027-07-19,0,0.8366512594215514
2027-07-20,0,0.8343609478778322
2027-07-21,0,0.8343609478778322
2027-07-22,0,0.8321350219519064
2027-07-23,1,0.8329377978729267
2027-07-24,0,0.07409215596225596
2027-07-25,0,0.1058817962206318
2027-07-26,0,0.06526631749623098
2027-07-27,0,0.06371983664511521
2027-07-28,0,0.06090759567788474
2027-07-29,0,0.06774430741811716
2027-07-30,0,0.0592301840295856
2027-07-31,0,0.061458778427486455
2027-08-01,0,0.06127380723191569
2027-08-02,0,0.06421626738827384
2027-08-03,0,0.060344658291581636
2027-08-04,0,0.05865040295992914
2027-08-05,0,0.05831384838041029
2027-08-06,0,0.05833938320864268
2027-08-07,0,0.057672308480542965
2027-08-08,0,0.05993623408897471
2027-08-09,0,0.07431840202296712
2027-08-10,0,0.14098063277798564
2027-08-11,0,0.14747039057491645
2027-08-12,0,0.1671355199798807
2027-08-13,0,0.14649928139039697
2027-08-14,0,0.14649742031011553
2027-08-15,0,0.1521732280473337
2027-08-16,0,0.16195034781629744
2027-08-17,0,0.16533242907496074
2027-08-18,0,0.15476167065717894
2027-08-19,0,0.15340393246590406
2027-08-20,0,0.15567040946983157
2027-08-21,0,0.17056936329378555
2027-08-22,0,0.17227971211398338
2027-08-23,0,0.18062889769650614
2027-08-24,0,0.18289057843372925
2027-08-25,0,0.18352091129977632
2027-08-26,0,0.1864136156340609
2027-08-27,0,0.18324822258463616
2027-08-28,0,0.18445322492658647
2027-08-29,0,0.18976710481958672
2027-08-30,1,0.1875769037955516
2027-08-31,0,0.15657419881023377
2027-09-01,0,0.19116394205680895
2027-09-02,0,0.10401399603231841
2027-09-03,0,0.0785561054367623
2027-09-04,0,0.07735063318270846
2027-09-05,0,0.07689928695760948
2027-09-06,0,0.07172677241290684
2027-09-07,0,0.07358837354160254
2027-09-08,0,0.07250234778217879
2027-09-09,0,0.0704915812585777
2027-09-10,0,0.06957839659852719
2027-09-11,0,0.06817302017074192
2027-09-12,0,0.06921418628532919
2027-09-13,0,0.07247561702969467
2027-09-14,0,0.06775791387835023
2027-09-15,0,0.06739829393758635
2027-09-16,0,0.06453963990821378
2027-09-17,0,0.06651513231926517
2027-09-18,0,0.06509328882850358
2027-09-19,0,0.06466587949372292
2027-09-20,0,0.06251482559003153
2027-09-21,0,0.062341191831145344
2027-09-22,0,0.0660729644328468
2027-09-23,0,0.0766903004858136
2027-09-24,0,0.07892970974555208
2027-09-25,0,0.08941581395323829
2027-09-26,0,0.08913240842330251
2027-09-27,0,0.08147785508196027
2027-09-28,0,0.08370306017223536
2027-09-29,0,0.07645928232145885
2027-09-30,0,0.08147550820030244
2027-10-01,0,0.05455723276805069
2027-10-02,0,0.055678340492881694
2027-10-03,0,0.051854267243117445
2027-10-04,0,0.053116115324681454
2027-10-05,1,0.059201374074947584
2027-10-06,0,0.05844261051549482
2027-10-07,0,0.04510316789906694
2027-10-08,0,0.048431853204126865
2027-10-09,0,0.046234323248551264
2027-10-10,0,0.07264280204759413
2027-10-11,0,0.04888369796229014
2027-10-12,0,0.044521968080069634
2027-10-13,0,0.04636149699614937
2027-10-14,0,0.04621611014180888
2027-10-15,0,0.04987175905989811
2027-10-16,0,0.046394198397998784
2027-10-17,0,0.04616438416009423
2027-10-18,0,0.0455873232242962
2027-10-19,0,0.04752900305897362
2027-10-20,0,0.048779554149802486
2027-10-21,0,0.04709643663563311
