,MAE,RMSE,R2,IAE,TotalCost,ISL,TotalStockouts,ImmediateFulfilled,BackorderFulfilled
MAE,1.0,0.9955117168784617,0.1263962145152701,-0.5156763596712398,0.9856997102792654,,,0.9547226148503275,
RMSE,0.9955117168784617,1.0,0.11539542422438988,-0.5447859850868333,0.9724367883740714,,,0.9640980491825771,
R2,0.1263962145152701,0.11539542422438988,1.0,-0.7192094055986726,0.256432531479841,,,0.2782593785448811,
IAE,-0.5156763596712398,-0.5447859850868333,-0.7192094055986726,1.0,-0.5488101413862693,,,-0.7088266766158695,
TotalCost,0.9856997102792654,0.9724367883740714,0.256432531479841,-0.5488101413862693,1.0,,,0.9409217212176547,
ISL,,,,,,,,,
TotalStockouts,,,,,,,,,
ImmediateFulfilled,0.9547226148503275,0.9640980491825771,0.2782593785448811,-0.7088266766158695,0.9409217212176547,,,1.0,
BackorderFulfilled,,,,,,,,,
