,MAE_weight,sigma(MAE),RMSE_mean,sigma(RMSE),R2_mean,sigma(R2),IAE_mean,sigma(IAE),TotalCost_all,TotalCost_mean,sigma(TotalCost),ISL_all,ISL_mean,sigma(ISL),StockoutsRate_all,StockoutsRate_mean,sigma(StockoutsRate),CostPerDemand,CostPerDemand_mean,sigma(CostPerDemand)
SVR,0.53510189903009,0.20840643088650665,0.41671526706897316,0.24729243016922542,-0.10172480348110134,0.13118458764572097,0.8815607648167926,0.04166613690649486,2246.542073988183,204.23109763528936,365.79518272660766,0.9937218185265047,0.9961021027984635,0.009510960497884911,0.006382978723404255,0.0039572044952839655,0.009689243995796354,2.3899383765831734,1.566588059004638,2.5861906616541526
