,MAE_weight,sigma(MAE),RMSE_mean,sigma(RMSE),R2_mean,sigma(R2),IAE_mean,sigma(IAE),TotalCost_all,TotalCost_mean,sigma(TotalCost),ISL_all,ISL_mean,sigma(ISL),StockoutsRate_all,StockoutsRate_mean,sigma(StockoutsRate),CostPerDemand,CostPerDemand_mean,sigma(CostPerDemand)
XGBoost,0.5211917933472927,0.188004692077336,0.39214176196685313,0.21966433865707843,-0.0005948110060258204,0.0682325984660507,0.8265637504939797,0.049712953625688554,830.1330986301372,75.46664533001247,95.7529332030829,1.0,1.0,0.0,0.0,0.0,0.0,0.8831203176916352,0.5860023812184613,0.5052038045239441
