,MAE,RMSE,R2,IAE,TotalCost,ISL,TotalStockouts,ImmediateFulfilled,BackorderFulfilled
MAE,1.0,0.9940131119529562,0.6984706479579588,-0.7159339677380716,0.9902902802481826,,,0.9722927426730029,
RMSE,0.9940131119529562,1.0,0.7506568414106121,-0.7097318494694151,0.9736097424566984,,,0.9743021125953056,
R2,0.6984706479579588,0.7506568414106121,1.0,-0.5064076796081315,0.6282407809447166,,,0.7054970576219451,
IAE,-0.7159339677380716,-0.7097318494694151,-0.5064076796081315,1.0,-0.6539046824734335,,,-0.7847548850287226,
TotalCost,0.9902902802481826,0.9736097424566984,0.6282407809447166,-0.6539046824734335,1.0,,,0.9390347169484856,
ISL,,,,,,,,,
TotalStockouts,,,,,,,,,
ImmediateFulfilled,0.9722927426730029,0.9743021125953056,0.7054970576219451,-0.7847548850287226,0.9390347169484856,,,1.0,
BackorderFulfilled,,,,,,,,,
